gene_id	length	G10d1	G10d2	G15d1	G15d2	G5d1	G5d2	M10d1	M10d2	M15d1	M15d2	M5d1	M5d2
ENSG00000236432	3652	18	6	12	7	28	6	13	8	18	12	8	10
ENSG00000168958	6150	1428	648	1329	720	2737	620	1292	766	978	899	1529	778
ENSG00000168955	2757	1	0	0	0	4	1	0	1	0	0	3	0
ENSG00000173744	9321	1233	580	1668	923	2764	629	1228	800	955	886	1696	904
ENSG00000042304	2087	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000236116	540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135917	5329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252346	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226718	226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229172	2866	0	2	1	0	0	0	1	0	1	0	0	0
ENSG00000115009	1343	129	52	10	5	9	3	34	7	28	19	6	4
ENSG00000183514	562	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123977	2933	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000272237	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153820	7009	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000200281	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203387	1096	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232023	676	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228226	427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237322	463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153823	3364	415	208	213	104	953	238	2505	1435	458	436	874	417
ENSG00000226297	515	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253006	270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187957	3935	2	1	2	0	4	2	8	6	1	3	1	5
ENSG00000238782	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235993	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153827	12594	5772	2757	6404	3343	12411	2694	5201	2993	3879	3608	6698	3602
ENSG00000222344	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153832	3945	27	19	23	14	128	21	34	22	35	24	58	37
ENSG00000252333	69	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231534	582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206725	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163053	4946	19	12	14	8	68	13	18	3	6	10	29	27
ENSG00000199400	96	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000225963	3734	37	8	42	25	65	15	55	28	35	38	16	16
ENSG00000135899	6865	115	62	148	63	205	43	250	127	142	107	124	65
ENSG00000079263	5582	18	4	25	10	43	11	34	36	17	13	18	10
ENSG00000185404	5650	624	290	665	319	1094	236	1097	596	634	632	552	275
ENSG00000279964	1830	11	1	7	3	5	2	0	3	1	3	1	5
ENSG00000067066	12618	2529	1221	2908	1443	4259	917	2159	1305	1575	1447	2210	1199
ENSG00000243650	286	39	14	44	22	33	11	32	18	14	18	28	10
ENSG00000250011	616	2	0	4	2	2	0	2	1	0	3	1	0
ENSG00000235419	692	5	3	5	3	3	0	3	4	2	2	2	0
ENSG00000183022	643	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199791	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226125	2609	3	0	12	6	2	0	9	2	7	2	2	1
ENSG00000135932	5360	2987	1378	3907	1931	5764	1272	2807	1625	1970	1829	3320	1891
ENSG00000237758	261	33	8	26	10	106	31	34	21	12	10	60	30
ENSG00000201044	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270891	477	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135916	2611	7615	3352	5793	2938	13327	2686	4649	2498	3751	3614	5543	2865
ENSG00000232520	2265	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000135898	4130	6	9	6	3	12	0	17	6	9	7	4	2
ENSG00000230385	600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235013	358	1	0	0	0	1	0	1	0	0	0	0	0
ENSG00000238062	3693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173699	2066	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000204128	3851	4	0	0	1	10	2	2	1	3	2	2	6
ENSG00000261829	598	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000173692	5187	3350	1526	2470	1347	9107	2152	1841	1064	1586	1519	4992	2693
ENSG00000135914	2246	5	8	7	3	11	1	23	10	22	28	3	4
ENSG00000201574	169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135931	9661	113	75	181	103	363	89	613	343	1050	962	182	104
ENSG00000237039	210	8	3	3	1	12	2	8	3	7	1	1	1
ENSG00000263641	86	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000224376	1597	13	8	13	3	13	7	16	18	35	45	13	5
ENSG00000156966	3806	748	312	700	310	2520	510	523	288	327	279	1576	798
ENSG00000172799	504	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230047	321	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233538	568	0	0	0	0	0	0	2	0	0	0	2	1
ENSG00000115053	6929	25437	12102	14052	7533	83743	18094	13271	7716	11324	10509	42621	23335
ENSG00000206885	137	23	13	15	7	60	9	27	10	26	22	31	14
ENSG00000207280	80	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202400	70	21	1	18	0	44	0	21	70	11	1	14	5
ENSG00000223198	212	1	0	2	0	0	1	1	1	2	2	0	0
ENSG00000181798	1282	12	4	5	3	27	4	4	3	6	4	10	5
ENSG00000171596	3298	4	7	5	2	25	7	11	4	16	10	11	10
ENSG00000231494	462	1	0	1	0	3	2	1	0	0	0	0	0
ENSG00000228884	464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177673	1383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239202	276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187514	3378	71138	30121	49735	23813	182656	37482	43041	22538	33348	27997	92404	44942
ENSG00000277986	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156973	2850	456	232	458	239	1115	245	431	218	278	204	581	266
ENSG00000253084	64	0	0	0	0	0	0	0	0	0	1	2	0
ENSG00000281072	72	0	0	1	3	1	0	0	0	0	0	1	1
ENSG00000144524	6066	1288	613	944	455	3225	731	1010	569	638	598	1605	888
ENSG00000237641	407	7	5	6	2	16	2	5	6	5	5	4	0
ENSG00000261096	2507	1	2	7	0	11	2	7	2	1	1	1	0
ENSG00000260622	497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222246	57	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163273	1071	0	0	0	1	0	0	0	0	6	7	1	0
ENSG00000144535	11337	599	283	455	211	1219	289	539	301	368	400	696	349
ENSG00000227033	391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207626	95	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000251485	788	8	2	4	2	17	4	4	9	1	0	7	3
ENSG00000230122	737	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000275157	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163283	3059	3	1	1	0	0	0	0	0	0	4	0	8
ENSG00000224516	680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244280	1708	1	0	0	0	1	1	0	0	2	0	0	0
ENSG00000163286	2493	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000204121	1742	0	0	0	0	0	0	0	1	0	3	1	0
ENSG00000237087	576	0	0	0	2	0	0	1	0	1	3	0	0
ENSG00000223788	559	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163295	2632	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171551	2972	0	1	0	1	1	1	1	0	1	0	2	3
ENSG00000237412	2390	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135902	3132	1	0	0	0	1	0	1	5	2	7	4	0
ENSG00000196811	2615	17	7	26	13	38	11	20	9	15	7	18	9
ENSG00000221944	2625	178	81	113	49	369	73	137	90	109	79	209	97
ENSG00000135930	7177	1564	665	1491	774	3632	804	1625	934	1146	1098	1915	991
ENSG00000237126	3725	12	9	6	4	19	2	15	9	8	7	9	9
ENSG00000115468	3052	0	0	1	0	2	1	0	0	1	2	1	2
ENSG00000244384	288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204120	13416	2241	1004	1936	1064	5126	1148	1986	1013	1184	1168	2446	1283
ENSG00000213055	676	1	1	2	1	2	2	1	2	2	1	2	3
ENSG00000241409	851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115474	2977	2	2	0	0	2	1	1	0	0	0	1	0
ENSG00000252452	102	0	0	0	0	0	1	3	0	0	0	1	1
ENSG00000199781	99	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000182600	3698	9	5	7	2	49	10	20	12	10	10	27	11
ENSG00000066248	4678	1	0	1	1	2	0	1	0	1	1	3	2
ENSG00000222001	813	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115488	1143	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000168918	8681	6410	2862	6754	3517	14264	3073	6702	3847	4145	4031	6720	3632
ENSG00000263941	281	1	0	4	0	6	2	1	5	8	4	4	1
ENSG00000085978	6047	665	316	582	314	1516	323	587	327	418	351	829	394
ENSG00000252010	276	3	0	0	0	1	0	0	1	1	1	1	0
ENSG00000251791	265	3	4	2	0	9	0	2	5	1	2	4	5
ENSG00000130561	11885	2	0	2	1	3	0	3	2	1	2	0	1
ENSG00000259793	2285	0	0	0	0	1	1	2	0	0	1	1	0
ENSG00000077044	9771	2024	862	2548	1339	3073	668	1673	938	1210	1038	1492	818
ENSG00000201013	113	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000085982	9352	667	277	477	234	1508	309	1015	568	648	605	745	381
ENSG00000271639	1551	2	0	0	0	1	0	2	1	4	0	0	0
ENSG00000228949	853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227846	849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242366	2407	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000242515	3157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234143	762	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000241119	2416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244122	4167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167165	5180	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000224814	663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240224	2345	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000244474	2522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233445	544	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243135	2364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248114	730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227802	1266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228445	866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248705	757	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178836	1041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241635	4467	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000185038	5730	1	0	0	1	3	1	0	0	2	0	1	1
ENSG00000123485	3821	1364	614	1645	887	3801	799	1222	728	564	574	1991	1054
ENSG00000224287	2278	3	1	2	0	7	2	5	1	2	1	2	0
ENSG00000279809	1864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144481	7903	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000237581	594	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072080	1265	0	0	0	0	2	0	2	0	0	2	0	0
ENSG00000279218	2232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226442	287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261298	1677	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000237784	356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228162	562	0	0	1	0	1	0	0	0	0	2	0	0
ENSG00000231682	538	0	0	0	0	2	0	0	2	0	0	0	0
ENSG00000232690	311	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000188042	4013	1860	797	845	383	1762	332	4430	2477	3929	3468	1052	498
ENSG00000280744	331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278593	1748	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235726	2973	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000130147	7129	131	59	31	17	770	155	129	58	49	58	388	197
ENSG00000226542	691	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231032	485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235293	663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157985	13910	16	6	5	10	22	6	9	14	30	18	13	7
ENSG00000235529	664	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000222007	600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228499	132	0	0	1	0	1	0	6	1	1	0	0	2
ENSG00000238812	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264676	262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207049	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168505	2315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233611	1115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182177	5436	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200745	176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132321	5975	1	1	1	0	7	3	1	0	0	0	2	2
ENSG00000270540	1543	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232893	489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231546	1232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144476	2258	12	5	7	2	73	24	20	15	9	11	29	15
ENSG00000232328	1408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202341	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124835	2231	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000227252	2341	6	6	16	5	44	8	17	9	16	10	22	5
ENSG00000198612	4743	773	404	652	349	1975	408	666	369	455	487	1102	599
ENSG00000224844	669	1	1	0	1	1	1	1	0	0	0	1	1
ENSG00000224132	350	0	1	0	0	1	0	0	0	0	1	0	0
ENSG00000163359	19633	10	8	8	5	39	10	24	12	14	18	20	9
ENSG00000222022	588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222032	541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115648	7514	25	14	21	19	29	1	176	93	235	200	21	9
ENSG00000277842	58	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222449	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071677	264	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124839	4783	1	0	1	0	4	0	2	1	1	1	2	1
ENSG00000234949	1656	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000227107	2057	0	3	0	0	0	0	1	0	0	0	0	0
ENSG00000124831	11901	4512	2113	4945	2453	8459	1827	4711	2618	3242	2849	4947	2491
ENSG00000177483	6049	37	24	61	18	74	20	83	45	55	51	45	31
ENSG00000132329	1234	133	57	94	47	529	105	167	70	189	175	265	137
ENSG00000263723	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184182	4238	229	135	211	121	557	112	366	200	228	227	339	206
ENSG00000258984	3195	1	1	1	0	5	0	2	0	1	0	1	1
ENSG00000251971	93	0	0	0	0	0	0	0	0	1	1	1	0
ENSG00000132330	11733	141	71	116	45	449	91	86	69	80	53	204	108
ENSG00000144488	5362	1	1	0	0	9	3	6	0	0	0	3	5
ENSG00000168427	3726	1	2	1	1	4	1	6	3	0	1	3	1
ENSG00000279484	3106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178752	3572	4	1	4	2	9	4	2	0	1	0	5	2
ENSG00000132323	4771	892	382	648	401	2219	483	734	389	571	495	1291	688
ENSG00000186235	2906	82	39	62	27	150	45	75	41	45	46	61	24
ENSG00000225057	3890	3	0	3	1	3	0	3	4	0	0	7	2
ENSG00000144485	2037	122	56	81	40	284	54	107	50	83	77	178	81
ENSG00000132326	6877	511	230	425	253	1388	286	250	147	219	222	698	385
ENSG00000232306	563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204104	4617	289	128	160	97	752	152	220	114	197	150	345	215
ENSG00000202099	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065802	7410	590	279	700	336	1888	414	684	395	510	512	1037	587
ENSG00000229915	452	5	2	9	6	9	1	1	0	4	2	7	4
ENSG00000274346	556	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000225493	1975	5	2	3	0	4	1	4	0	3	2	2	2
ENSG00000234279	553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224252	285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226992	592	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233608	1878	0	0	6	2	1	0	0	0	0	0	0	0
ENSG00000227744	3489	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000068024	13368	1232	483	1765	871	1737	312	883	474	787	675	812	435
ENSG00000266109	98	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000264810	100	0	0	2	2	0	0	1	1	0	0	3	0
ENSG00000265215	84	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264292	81	1	0	2	0	0	0	0	0	0	0	0	0
ENSG00000222020	613	32	2	25	16	25	6	19	6	21	14	7	4
ENSG00000196758	3700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227459	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259889	583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220256	3238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130414	9517	2763	1342	2200	1203	6535	1414	2869	1668	1772	1677	3203	1824
ENSG00000264279	80	3	4	1	1	9	1	5	0	0	2	4	3
ENSG00000182083	1492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178586	996	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231278	403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213048	951	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172428	2039	816	384	626	334	1970	410	887	549	569	617	1055	539
ENSG00000178602	645	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227479	429	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276366	228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000063660	6516	4	2	6	1	45	13	12	10	3	5	35	15
ENSG00000218416	3235	0	0	2	0	2	3	2	1	1	1	1	0
ENSG00000207611	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144504	11477	472	238	533	311	1038	234	495	294	415	370	483	258
ENSG00000188542	3709	131	47	197	91	254	62	159	91	138	112	170	75
ENSG00000142327	7767	1792	873	2189	1077	3688	767	2628	1407	1665	1545	1810	925
ENSG00000260942	4000	87	35	97	39	159	35	84	33	69	49	94	41
ENSG00000142330	7474	738	331	767	365	1751	342	940	509	517	496	859	447
ENSG00000178623	5089	340	164	237	110	847	216	437	263	324	249	697	349
ENSG00000276949	283	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000185176	3303	1	0	0	0	2	0	1	2	0	1	1	0
ENSG00000219159	3398	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000184945	1742	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000274977	482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130294	12357	0	0	0	4	6	0	0	0	0	1	0	2
ENSG00000172482	4459	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172478	2772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226321	5978	0	0	0	1	0	2	0	1	1	0	0	0
ENSG00000233392	2656	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223991	2345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162804	13592	46	20	39	31	96	13	46	34	28	35	45	26
ENSG00000229996	428	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225521	559	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122085	9938	747	374	670	386	1704	376	664	387	535	470	854	406
ENSG00000115687	10686	1438	599	1034	559	3712	789	821	479	586	506	1800	996
ENSG00000235861	219	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000115685	3781	1499	710	1229	640	3324	721	1243	739	783	698	1770	902
ENSG00000146205	5695	400	179	496	268	305	65	117	80	192	184	120	76
ENSG00000115677	12182	10251	4746	7188	3793	23005	5162	8778	5104	5194	4994	10925	6002
ENSG00000168385	7378	6393	3037	4785	2450	14952	3283	8201	4726	5131	4851	8371	4419
ENSG00000223374	442	23	26	29	10	103	19	36	21	19	20	49	28
ENSG00000006607	14413	454	209	318	153	1667	347	458	274	404	387	929	474
ENSG00000263752	78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224232	678	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000115694	7584	1892	861	1472	767	4208	890	2001	1175	1342	1151	2052	1110
ENSG00000234235	643	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176720	2657	6	3	5	4	21	3	5	4	10	3	6	8
ENSG00000273113	805	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000176946	3147	962	438	686	328	2823	608	732	386	512	487	1450	742
ENSG00000207186	108	3	1	1	1	4	0	5	2	0	1	0	1
ENSG00000168397	6638	2187	1032	2126	1123	4349	928	2132	1199	1517	1364	2060	1081
ENSG00000168393	2451	1207	511	1092	580	3154	643	781	429	626	475	1790	916
ENSG00000168395	8200	985	452	957	464	2178	470	617	334	603	569	1089	554
ENSG00000235351	584	9	3	5	0	18	4	6	4	9	7	6	4
ENSG00000180902	5279	1307	602	1359	653	2222	503	1232	655	915	798	961	422
ENSG00000215692	472	0	0	0	0	4	0	1	0	0	0	4	0
ENSG00000234793	668	0	0	0	0	1	1	0	1	0	0	0	0
ENSG00000154252	1370	1	0	2	1	5	0	0	0	0	0	2	0
ENSG00000215023	739	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000224272	2250	0	0	0	0	6	0	1	1	3	0	3	1
ENSG00000204099	4689	2	2	1	1	13	0	1	4	5	2	2	3
ENSG00000235151	571	4	3	0	0	0	2	6	2	2	1	4	3
ENSG00000188389	2114	2	4	4	0	22	4	3	0	6	1	13	7
ENSG00000188011	2606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233806	1601	24	12	14	9	78	15	30	17	21	24	46	21
ENSG00000216921	674	0	1	2	1	3	3	1	1	0	1	4	3
ENSG00000237940	2854	42	25	34	15	195	44	59	24	52	49	90	41
ENSG00000280119	4805	13	5	6	5	103	31	9	7	14	11	59	32
ENSG00000226423	565	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232002	561	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261186	1107	7	1	3	1	9	2	3	2	2	3	3	3
ENSG00000220804	1931	77	35	77	47	92	20	80	44	75	68	44	20
ENSG00000224160	198	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000244528	183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271153	454	3	0	0	0	2	0	2	2	1	2	0	0
ENSG00000223587	590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224918	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224318	883	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134121	11861	0	0	0	0	1	0	1	1	0	0	1	0
ENSG00000252017	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231660	609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234661	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224957	4075	0	2	2	4	2	0	0	1	0	1	0	1
ENSG00000238075	526	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000224239	497	0	2	1	1	3	0	1	0	0	0	1	0
ENSG00000235158	3699	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244169	296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134115	5589	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000232563	276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184423	469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214074	405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214073	475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225044	357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223040	279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144619	9120	1	0	2	0	4	1	2	1	0	0	0	0
ENSG00000227588	426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230398	481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225310	345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237990	2078	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091181	6600	39	9	21	8	106	27	19	7	10	11	31	18
ENSG00000253049	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072756	5518	750	358	583	321	1705	410	432	259	443	380	883	470
ENSG00000113851	7163	1126	502	971	583	2445	518	1049	614	733	683	1102	599
ENSG00000271870	494	117	61	91	57	247	56	84	53	85	93	119	60
ENSG00000223727	1337	0	0	1	0	0	2	0	0	0	0	0	0
ENSG00000144455	6952	747	336	853	453	1265	283	1010	530	760	685	642	386
ENSG00000175928	4264	8	4	44	26	46	5	6	3	4	7	19	12
ENSG00000229241	2315	0	0	0	2	4	1	1	0	0	0	1	0
ENSG00000170364	3567	433	215	276	138	1162	257	215	121	219	202	566	304
ENSG00000234325	381	1	1	0	0	1	0	1	1	1	0	0	0
ENSG00000231249	858	10	2	13	7	20	6	15	10	11	20	16	9
ENSG00000150995	12895	1382	659	919	439	3319	738	2604	1486	1520	1345	1895	990
ENSG00000235947	1464	4	0	5	2	3	0	4	2	1	0	1	0
ENSG00000275981	353	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000235978	1251	5	5	4	5	13	0	2	3	5	0	10	1
ENSG00000235831	2717	4	3	7	2	13	6	9	5	3	5	8	5
ENSG00000134107	3837	1955	870	2208	1143	2481	590	1483	836	1094	992	1098	575
ENSG00000230182	369	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224082	2112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207283	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237566	235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134108	3576	4918	2407	5137	2674	7497	1621	3499	2007	2656	2453	3690	1952
ENSG00000233912	672	9	3	5	5	3	1	7	2	1	1	2	5
ENSG00000268509	1127	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000134109	6758	5652	2490	4797	2421	7422	1588	3197	1896	2327	2012	3382	1740
ENSG00000265180	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241227	298	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230944	585	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229642	467	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226022	299	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232958	241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189229	3023	6	2	7	2	14	6	4	2	2	3	8	4
ENSG00000226258	2974	1	0	0	0	0	0	0	0	0	1	2	0
ENSG00000223719	432	0	0	1	0	3	0	1	0	1	0	0	0
