sample_name	sample	stage	embryo
LI_24w_embryo1_62_V	LI	24w	embryo1
LI_24w_embryo1_66_V	LI	24w	embryo1
LI_24w_embryo1_67_V	LI	24w	embryo1
LI_24w_embryo1_68_V	LI	24w	embryo1
LI_24w_embryo1_7_V	LI	24w	embryo1
LI_24w_embryo1_72_V	LI	24w	embryo1
LI_24w_embryo1_79_V	LI	24w	embryo1
LI_24w_embryo1_81_V	LI	24w	embryo1
LI_24w_embryo1_86_V	LI	24w	embryo1
LI_24w_embryo1_87_V	LI	24w	embryo1
LI_25w_embryo1_10	LI	25w	embryo1
LI_25w_embryo1_21	LI	25w	embryo1
LI_25w_embryo1_9	LI	25w	embryo1
SI_16w_embryo1_41	SI	16w	embryo1
SI_21w_embryo2_90_V	SI	21w	embryo2
SI_24w_embryo1.2_13	SI	24w	embryo1
SI_24w_embryo1.2_44	SI	24w	embryo1
SI_24w_embryo1.2_89	SI	24w	embryo1
SI_24w_embryo1_56_V	SI	24w	embryo1
LI_11w_embryo1_33	LI	11w	embryo1
LI_11w_embryo1_88	LI	11w	embryo1
LI_16w_embryo1_61	LI	16w	embryo1
LI_16w_embryo1_62	LI	16w	embryo1
LI_16w_embryo1_67	LI	16w	embryo1
LI_16w_embryo1_70	LI	16w	embryo1
LI_16w_embryo1_75	LI	16w	embryo1
LI_16w_embryo1_80	LI	16w	embryo1
LI_16w_embryo1_84	LI	16w	embryo1
LI_16w_embryo1_86	LI	16w	embryo1
LI_19w_embryo1_1	LI	19w	embryo1
LI_19w_embryo1_12	LI	19w	embryo1
LI_19w_embryo1_13	LI	19w	embryo1
LI_19w_embryo1_14	LI	19w	embryo1
LI_19w_embryo1_15	LI	19w	embryo1
LI_19w_embryo1_16	LI	19w	embryo1
LI_19w_embryo1_17	LI	19w	embryo1
LI_19w_embryo1_18	LI	19w	embryo1
LI_19w_embryo1_2	LI	19w	embryo1
LI_19w_embryo1_20	LI	19w	embryo1
LI_19w_embryo1_22	LI	19w	embryo1
LI_19w_embryo1_24	LI	19w	embryo1
LI_19w_embryo1_25	LI	19w	embryo1
LI_19w_embryo1_27	LI	19w	embryo1
LI_19w_embryo1_29	LI	19w	embryo1
LI_19w_embryo1_30	LI	19w	embryo1
LI_19w_embryo1_32	LI	19w	embryo1
LI_19w_embryo1_35	LI	19w	embryo1
LI_19w_embryo1_36	LI	19w	embryo1
LI_19w_embryo1_38	LI	19w	embryo1
LI_19w_embryo1_4	LI	19w	embryo1
LI_19w_embryo1_40	LI	19w	embryo1
LI_19w_embryo1_43	LI	19w	embryo1
LI_19w_embryo1_45	LI	19w	embryo1
LI_19w_embryo1_48	LI	19w	embryo1
LI_19w_embryo1_50	LI	19w	embryo1
LI_19w_embryo1_51	LI	19w	embryo1
LI_19w_embryo1_52	LI	19w	embryo1
LI_19w_embryo1_53	LI	19w	embryo1
LI_19w_embryo1_54	LI	19w	embryo1
LI_19w_embryo1_55	LI	19w	embryo1
LI_19w_embryo1_57	LI	19w	embryo1
LI_19w_embryo1_58	LI	19w	embryo1
LI_19w_embryo1_59	LI	19w	embryo1
LI_19w_embryo1_60	LI	19w	embryo1
LI_19w_embryo1_61	LI	19w	embryo1
LI_19w_embryo1_63	LI	19w	embryo1
LI_19w_embryo1_64	LI	19w	embryo1
LI_19w_embryo1_65	LI	19w	embryo1
LI_19w_embryo1_67	LI	19w	embryo1
LI_19w_embryo1_68	LI	19w	embryo1
LI_19w_embryo1_69	LI	19w	embryo1
LI_19w_embryo1_70	LI	19w	embryo1
LI_19w_embryo1_71	LI	19w	embryo1
LI_19w_embryo1_72	LI	19w	embryo1
LI_19w_embryo1_74	LI	19w	embryo1
LI_19w_embryo1_75	LI	19w	embryo1
LI_19w_embryo1_78	LI	19w	embryo1
LI_19w_embryo1_79	LI	19w	embryo1
LI_19w_embryo1_80	LI	19w	embryo1
LI_19w_embryo1_81	LI	19w	embryo1
LI_25w_embryo1_13	LI	25w	embryo1
LI_25w_embryo1_26	LI	25w	embryo1
LI_9w_embryo1_31	LI	9w	embryo1
SI_21w_embryo1_44_V	SI	21w	embryo1
SI_21w_embryo2_88_V	SI	21w	embryo2
SI_24w_embryo1_12_V	SI	24w	embryo1
SI_24w_embryo1_70_V	SI	24w	embryo1
SI_25w_embryo1_17_V	SI	25w	embryo1
stomach_14w_embryo1_14	stomach	14w	embryo1
LI_11w_embryo1_26	LI	11w	embryo1
LI_11w_embryo1_28	LI	11w	embryo1
LI_11w_embryo1_38	LI	11w	embryo1
LI_11w_embryo1_39	LI	11w	embryo1
LI_11w_embryo1_42	LI	11w	embryo1
LI_11w_embryo1_43	LI	11w	embryo1
LI_11w_embryo1_72	LI	11w	embryo1
LI_11w_embryo1_73	LI	11w	embryo1
LI_14w_embryo1_16	LI	14w	embryo1
LI_14w_embryo1_30	LI	14w	embryo1
LI_14w_embryo1_31	LI	14w	embryo1
LI_14w_embryo1_40	LI	14w	embryo1
LI_14w_embryo1_45	LI	14w	embryo1
LI_14w_embryo1_46	LI	14w	embryo1
LI_14w_embryo1_54	LI	14w	embryo1
LI_14w_embryo1_57	LI	14w	embryo1
LI_14w_embryo1_6	LI	14w	embryo1
LI_14w_embryo1_77	LI	14w	embryo1
LI_14w_embryo1_88	LI	14w	embryo1
LI_16w_embryo1_13	LI	16w	embryo1
LI_16w_embryo1_20	LI	16w	embryo1
LI_16w_embryo1_32	LI	16w	embryo1
LI_16w_embryo1_35	LI	16w	embryo1
LI_16w_embryo1_52	LI	16w	embryo1
LI_16w_embryo1_54	LI	16w	embryo1
LI_16w_embryo1_55	LI	16w	embryo1
LI_16w_embryo1_56	LI	16w	embryo1
LI_16w_embryo1_57	LI	16w	embryo1
LI_16w_embryo1_66	LI	16w	embryo1
LI_16w_embryo1_69	LI	16w	embryo1
LI_16w_embryo1_83	LI	16w	embryo1
LI_25w_embryo1_18	LI	25w	embryo1
LI_25w_embryo1_20	LI	25w	embryo1
LI_25w_embryo1_33	LI	25w	embryo1
LI_25w_embryo1_39	LI	25w	embryo1
LI_25w_embryo1_40	LI	25w	embryo1
LI_25w_embryo1_41	LI	25w	embryo1
LI_25w_embryo1_5	LI	25w	embryo1
LI_25w_embryo1_52	LI	25w	embryo1
LI_25w_embryo1_67	LI	25w	embryo1
LI_25w_embryo1_8	LI	25w	embryo1
LI_25w_embryo1_84	LI	25w	embryo1
LI_25w_embryo1_89	LI	25w	embryo1
LI_7w_embryo2.2_27	LI	7w	embryo2
LI_8w_embryo1_1	LI	8w	embryo1
LI_8w_embryo1_11	LI	8w	embryo1
LI_8w_embryo1_13	LI	8w	embryo1
LI_8w_embryo1_14	LI	8w	embryo1
LI_8w_embryo1_15	LI	8w	embryo1
LI_8w_embryo1_16	LI	8w	embryo1
LI_8w_embryo1_17	LI	8w	embryo1
LI_8w_embryo1_18	LI	8w	embryo1
LI_8w_embryo1_19	LI	8w	embryo1
LI_8w_embryo1_2	LI	8w	embryo1
LI_8w_embryo1_22	LI	8w	embryo1
LI_8w_embryo1_25	LI	8w	embryo1
LI_8w_embryo1_26	LI	8w	embryo1
LI_8w_embryo1_27	LI	8w	embryo1
LI_8w_embryo1_28	LI	8w	embryo1
LI_8w_embryo1_29	LI	8w	embryo1
LI_8w_embryo1_3	LI	8w	embryo1
LI_8w_embryo1_30	LI	8w	embryo1
LI_8w_embryo1_31	LI	8w	embryo1
LI_8w_embryo1_32	LI	8w	embryo1
LI_8w_embryo1_33	LI	8w	embryo1
LI_8w_embryo1_35	LI	8w	embryo1
LI_8w_embryo1_37	LI	8w	embryo1
LI_8w_embryo1_38	LI	8w	embryo1
LI_8w_embryo1_39	LI	8w	embryo1
LI_8w_embryo1_4	LI	8w	embryo1
LI_8w_embryo1_40	LI	8w	embryo1
LI_8w_embryo1_41	LI	8w	embryo1
LI_8w_embryo1_45	LI	8w	embryo1
LI_8w_embryo1_46	LI	8w	embryo1
LI_8w_embryo1_47	LI	8w	embryo1
LI_8w_embryo1_49	LI	8w	embryo1
LI_8w_embryo1_50	LI	8w	embryo1
LI_8w_embryo1_7	LI	8w	embryo1
LI_8w_embryo2_70	LI	8w	embryo2
LI_9w_embryo1_38	LI	9w	embryo1
LI_9w_embryo1_39	LI	9w	embryo1
LI_9w_embryo1_5	LI	9w	embryo1
LI_11w_embryo1_10	LI	11w	embryo1
LI_11w_embryo1_18	LI	11w	embryo1
LI_11w_embryo1_24	LI	11w	embryo1
LI_11w_embryo1_4	LI	11w	embryo1
LI_11w_embryo1_41	LI	11w	embryo1
LI_11w_embryo1_76	LI	11w	embryo1
LI_11w_embryo1_77	LI	11w	embryo1
LI_11w_embryo1_78	LI	11w	embryo1
LI_11w_embryo1_79	LI	11w	embryo1
LI_11w_embryo1_80	LI	11w	embryo1
LI_11w_embryo1_81	LI	11w	embryo1
LI_11w_embryo1_84	LI	11w	embryo1
LI_11w_embryo1_85	LI	11w	embryo1
LI_11w_embryo1_89	LI	11w	embryo1
LI_11w_embryo1_9	LI	11w	embryo1
LI_14w_embryo1_14	LI	14w	embryo1
LI_14w_embryo1_42	LI	14w	embryo1
LI_14w_embryo1_81	LI	14w	embryo1
LI_16w_embryo1_14	LI	16w	embryo1
LI_16w_embryo1_16	LI	16w	embryo1
LI_16w_embryo1_19	LI	16w	embryo1
LI_16w_embryo1_25	LI	16w	embryo1
LI_16w_embryo1_26	LI	16w	embryo1
LI_16w_embryo1_31	LI	16w	embryo1
LI_16w_embryo1_44	LI	16w	embryo1
LI_16w_embryo1_48	LI	16w	embryo1
LI_16w_embryo1_6	LI	16w	embryo1
LI_16w_embryo1_65	LI	16w	embryo1
LI_16w_embryo1_87	LI	16w	embryo1
LI_24w_embryo1_6_V	LI	24w	embryo1
LI_9w_embryo1_1	LI	9w	embryo1
LI_9w_embryo1_10	LI	9w	embryo1
LI_9w_embryo1_11	LI	9w	embryo1
LI_9w_embryo1_12	LI	9w	embryo1
LI_9w_embryo1_13	LI	9w	embryo1
LI_9w_embryo1_14	LI	9w	embryo1
LI_9w_embryo1_15	LI	9w	embryo1
LI_9w_embryo1_16	LI	9w	embryo1
LI_9w_embryo1_18	LI	9w	embryo1
LI_9w_embryo1_19	LI	9w	embryo1
LI_9w_embryo1_2	LI	9w	embryo1
LI_9w_embryo1_22	LI	9w	embryo1
LI_9w_embryo1_24	LI	9w	embryo1
LI_9w_embryo1_25	LI	9w	embryo1
LI_9w_embryo1_26	LI	9w	embryo1
LI_9w_embryo1_27	LI	9w	embryo1
LI_9w_embryo1_28	LI	9w	embryo1
LI_9w_embryo1_29	LI	9w	embryo1
LI_9w_embryo1_3	LI	9w	embryo1
LI_9w_embryo1_30	LI	9w	embryo1
LI_9w_embryo1_32	LI	9w	embryo1
LI_9w_embryo1_33	LI	9w	embryo1
LI_9w_embryo1_35	LI	9w	embryo1
LI_9w_embryo1_36	LI	9w	embryo1
LI_9w_embryo1_37	LI	9w	embryo1
LI_9w_embryo1_40	LI	9w	embryo1
LI_9w_embryo1_41	LI	9w	embryo1
LI_9w_embryo1_7	LI	9w	embryo1
LI_9w_embryo1_8	LI	9w	embryo1
LI_9w_embryo1_9	LI	9w	embryo1
esophagus_9w_embryo1_1	esophagus	9w	embryo1
esophagus_9w_embryo1_10	esophagus	9w	embryo1
esophagus_9w_embryo1_11	esophagus	9w	embryo1
esophagus_9w_embryo1_12	esophagus	9w	embryo1
esophagus_9w_embryo1_13	esophagus	9w	embryo1
esophagus_9w_embryo1_14	esophagus	9w	embryo1
esophagus_9w_embryo1_15	esophagus	9w	embryo1
esophagus_9w_embryo1_16	esophagus	9w	embryo1
esophagus_9w_embryo1_17	esophagus	9w	embryo1
esophagus_9w_embryo1_18	esophagus	9w	embryo1
esophagus_9w_embryo1_19	esophagus	9w	embryo1
esophagus_9w_embryo1_20	esophagus	9w	embryo1
esophagus_9w_embryo1_21	esophagus	9w	embryo1
esophagus_9w_embryo1_22	esophagus	9w	embryo1
esophagus_9w_embryo1_24	esophagus	9w	embryo1
esophagus_9w_embryo1_25	esophagus	9w	embryo1
esophagus_9w_embryo1_26	esophagus	9w	embryo1
esophagus_9w_embryo1_27	esophagus	9w	embryo1
esophagus_9w_embryo1_29	esophagus	9w	embryo1
esophagus_9w_embryo1_3	esophagus	9w	embryo1
esophagus_9w_embryo1_30	esophagus	9w	embryo1
esophagus_9w_embryo1_31	esophagus	9w	embryo1
esophagus_9w_embryo1_32	esophagus	9w	embryo1
esophagus_9w_embryo1_33	esophagus	9w	embryo1
esophagus_9w_embryo1_35	esophagus	9w	embryo1
esophagus_9w_embryo1_36	esophagus	9w	embryo1
esophagus_9w_embryo1_39	esophagus	9w	embryo1
esophagus_9w_embryo1_4	esophagus	9w	embryo1
esophagus_9w_embryo1_40	esophagus	9w	embryo1
esophagus_9w_embryo1_41	esophagus	9w	embryo1
esophagus_9w_embryo1_43	esophagus	9w	embryo1
esophagus_9w_embryo1_44	esophagus	9w	embryo1
esophagus_9w_embryo1_45	esophagus	9w	embryo1
esophagus_9w_embryo1_46	esophagus	9w	embryo1
esophagus_9w_embryo1_47	esophagus	9w	embryo1
esophagus_9w_embryo1_48	esophagus	9w	embryo1
esophagus_9w_embryo1_50	esophagus	9w	embryo1
esophagus_9w_embryo1_51	esophagus	9w	embryo1
esophagus_9w_embryo1_52	esophagus	9w	embryo1
esophagus_9w_embryo1_53	esophagus	9w	embryo1
esophagus_9w_embryo1_54	esophagus	9w	embryo1
esophagus_9w_embryo1_55	esophagus	9w	embryo1
esophagus_9w_embryo1_57	esophagus	9w	embryo1
esophagus_9w_embryo1_58	esophagus	9w	embryo1
esophagus_9w_embryo1_59	esophagus	9w	embryo1
esophagus_9w_embryo1_6	esophagus	9w	embryo1
esophagus_9w_embryo1_61	esophagus	9w	embryo1
esophagus_9w_embryo1_62	esophagus	9w	embryo1
esophagus_9w_embryo1_63	esophagus	9w	embryo1
esophagus_9w_embryo1_64	esophagus	9w	embryo1
esophagus_9w_embryo1_65	esophagus	9w	embryo1
esophagus_9w_embryo1_66	esophagus	9w	embryo1
esophagus_9w_embryo1_67	esophagus	9w	embryo1
esophagus_9w_embryo1_68	esophagus	9w	embryo1
esophagus_9w_embryo1_69	esophagus	9w	embryo1
esophagus_9w_embryo1_7	esophagus	9w	embryo1
esophagus_9w_embryo1_70	esophagus	9w	embryo1
esophagus_9w_embryo1_71	esophagus	9w	embryo1
esophagus_9w_embryo1_72	esophagus	9w	embryo1
esophagus_9w_embryo1_74	esophagus	9w	embryo1
esophagus_9w_embryo1_75	esophagus	9w	embryo1
esophagus_9w_embryo1_76	esophagus	9w	embryo1
esophagus_9w_embryo1_77	esophagus	9w	embryo1
esophagus_9w_embryo1_78	esophagus	9w	embryo1
esophagus_9w_embryo1_79	esophagus	9w	embryo1
esophagus_9w_embryo1_80	esophagus	9w	embryo1
esophagus_9w_embryo1_82	esophagus	9w	embryo1
esophagus_9w_embryo1_83	esophagus	9w	embryo1
esophagus_9w_embryo1_84	esophagus	9w	embryo1
esophagus_9w_embryo1_85	esophagus	9w	embryo1
esophagus_9w_embryo1_86	esophagus	9w	embryo1
esophagus_9w_embryo1_87	esophagus	9w	embryo1
esophagus_9w_embryo1_88	esophagus	9w	embryo1
esophagus_9w_embryo1_89	esophagus	9w	embryo1
esophagus_9w_embryo1_9	esophagus	9w	embryo1
esophagus_9w_embryo1_90	esophagus	9w	embryo1
SI_9w_embryo1_1	SI	9w	embryo1
SI_9w_embryo1_10	SI	9w	embryo1
SI_9w_embryo1_11	SI	9w	embryo1
SI_9w_embryo1_12	SI	9w	embryo1
SI_9w_embryo1_13	SI	9w	embryo1
SI_9w_embryo1_14	SI	9w	embryo1
SI_9w_embryo1_15	SI	9w	embryo1
SI_9w_embryo1_16	SI	9w	embryo1
SI_9w_embryo1_17	SI	9w	embryo1
SI_9w_embryo1_18	SI	9w	embryo1
SI_9w_embryo1_19	SI	9w	embryo1
SI_9w_embryo1_2	SI	9w	embryo1
SI_9w_embryo1_20	SI	9w	embryo1
SI_9w_embryo1_21	SI	9w	embryo1
SI_9w_embryo1_22	SI	9w	embryo1
SI_9w_embryo1_24	SI	9w	embryo1
SI_9w_embryo1_25	SI	9w	embryo1
SI_9w_embryo1_26	SI	9w	embryo1
SI_9w_embryo1_27	SI	9w	embryo1
SI_9w_embryo1_28	SI	9w	embryo1
SI_9w_embryo1_29	SI	9w	embryo1
SI_9w_embryo1_3	SI	9w	embryo1
SI_9w_embryo1_30	SI	9w	embryo1
SI_9w_embryo1_31	SI	9w	embryo1
SI_9w_embryo1_32	SI	9w	embryo1
SI_9w_embryo1_33	SI	9w	embryo1
SI_9w_embryo1_35	SI	9w	embryo1
SI_9w_embryo1_36	SI	9w	embryo1
SI_9w_embryo1_37	SI	9w	embryo1
SI_9w_embryo1_38	SI	9w	embryo1
SI_9w_embryo1_39	SI	9w	embryo1
SI_9w_embryo1_4	SI	9w	embryo1
SI_9w_embryo1_40	SI	9w	embryo1
SI_9w_embryo1_41	SI	9w	embryo1
SI_9w_embryo1_42	SI	9w	embryo1
SI_9w_embryo1_43	SI	9w	embryo1
SI_9w_embryo1_44	SI	9w	embryo1
SI_9w_embryo1_45	SI	9w	embryo1
SI_9w_embryo1_46	SI	9w	embryo1
SI_9w_embryo1_48	SI	9w	embryo1
SI_9w_embryo1_49	SI	9w	embryo1
SI_9w_embryo1_5	SI	9w	embryo1
SI_9w_embryo1_50	SI	9w	embryo1
SI_9w_embryo1_51	SI	9w	embryo1
SI_9w_embryo1_52	SI	9w	embryo1
SI_9w_embryo1_53	SI	9w	embryo1
SI_9w_embryo1_54	SI	9w	embryo1
SI_9w_embryo1_55	SI	9w	embryo1
SI_9w_embryo1_56	SI	9w	embryo1
SI_9w_embryo1_57	SI	9w	embryo1
SI_9w_embryo1_58	SI	9w	embryo1
SI_9w_embryo1_59	SI	9w	embryo1
SI_9w_embryo1_6	SI	9w	embryo1
SI_9w_embryo1_60	SI	9w	embryo1
SI_9w_embryo1_61	SI	9w	embryo1
SI_9w_embryo1_62	SI	9w	embryo1
SI_9w_embryo1_63	SI	9w	embryo1
SI_9w_embryo1_64	SI	9w	embryo1
SI_9w_embryo1_65	SI	9w	embryo1
SI_9w_embryo1_66	SI	9w	embryo1
SI_9w_embryo1_67	SI	9w	embryo1
SI_9w_embryo1_68	SI	9w	embryo1
SI_9w_embryo1_69	SI	9w	embryo1
SI_9w_embryo1_7	SI	9w	embryo1
SI_9w_embryo1_70	SI	9w	embryo1
SI_9w_embryo1_71	SI	9w	embryo1
SI_9w_embryo1_72	SI	9w	embryo1
SI_9w_embryo1_73	SI	9w	embryo1
SI_9w_embryo1_74	SI	9w	embryo1
SI_9w_embryo1_75	SI	9w	embryo1
SI_9w_embryo1_76	SI	9w	embryo1
SI_9w_embryo1_77	SI	9w	embryo1
SI_9w_embryo1_78	SI	9w	embryo1
SI_9w_embryo1_79	SI	9w	embryo1
SI_9w_embryo1_8	SI	9w	embryo1
SI_9w_embryo1_80	SI	9w	embryo1
SI_9w_embryo1_81	SI	9w	embryo1
SI_9w_embryo1_82	SI	9w	embryo1
SI_9w_embryo1_83	SI	9w	embryo1
SI_9w_embryo1_85	SI	9w	embryo1
SI_9w_embryo1_86	SI	9w	embryo1
SI_9w_embryo1_87	SI	9w	embryo1
SI_9w_embryo1_88	SI	9w	embryo1
SI_9w_embryo1_89	SI	9w	embryo1
SI_9w_embryo1_9	SI	9w	embryo1
SI_9w_embryo1_90	SI	9w	embryo1
esophagus_24w_embryo1.2_10	esophagus	24w	embryo1
esophagus_24w_embryo1.2_13	esophagus	24w	embryo1
esophagus_24w_embryo1.2_14	esophagus	24w	embryo1
esophagus_24w_embryo1.2_15	esophagus	24w	embryo1
esophagus_24w_embryo1.2_18	esophagus	24w	embryo1
esophagus_24w_embryo1.2_19	esophagus	24w	embryo1
esophagus_24w_embryo1.2_21	esophagus	24w	embryo1
esophagus_24w_embryo1.2_22	esophagus	24w	embryo1
esophagus_24w_embryo1.2_24	esophagus	24w	embryo1
esophagus_24w_embryo1.2_27	esophagus	24w	embryo1
esophagus_24w_embryo1.2_29	esophagus	24w	embryo1
esophagus_24w_embryo1.2_3	esophagus	24w	embryo1
esophagus_24w_embryo1.2_30	esophagus	24w	embryo1
esophagus_24w_embryo1.2_32	esophagus	24w	embryo1
esophagus_24w_embryo1.2_33	esophagus	24w	embryo1
esophagus_24w_embryo1.2_36	esophagus	24w	embryo1
esophagus_24w_embryo1.2_38	esophagus	24w	embryo1
esophagus_24w_embryo1.2_4	esophagus	24w	embryo1
esophagus_24w_embryo1.2_40	esophagus	24w	embryo1
esophagus_24w_embryo1.2_43	esophagus	24w	embryo1
esophagus_24w_embryo1.2_44	esophagus	24w	embryo1
esophagus_24w_embryo1.2_47	esophagus	24w	embryo1
esophagus_24w_embryo1.2_48	esophagus	24w	embryo1
esophagus_24w_embryo1.2_49	esophagus	24w	embryo1
esophagus_24w_embryo1.2_50	esophagus	24w	embryo1
esophagus_24w_embryo1.2_51	esophagus	24w	embryo1
esophagus_24w_embryo1.2_52	esophagus	24w	embryo1
esophagus_24w_embryo1.2_53	esophagus	24w	embryo1
esophagus_24w_embryo1.2_54	esophagus	24w	embryo1
esophagus_24w_embryo1.2_55	esophagus	24w	embryo1
esophagus_24w_embryo1.2_62	esophagus	24w	embryo1
esophagus_24w_embryo1.2_65	esophagus	24w	embryo1
esophagus_24w_embryo1.2_66	esophagus	24w	embryo1
esophagus_24w_embryo1.2_67	esophagus	24w	embryo1
esophagus_24w_embryo1.2_71	esophagus	24w	embryo1
esophagus_24w_embryo1.2_73	esophagus	24w	embryo1
esophagus_24w_embryo1.2_76	esophagus	24w	embryo1
esophagus_24w_embryo1.2_77	esophagus	24w	embryo1
esophagus_24w_embryo1.2_78	esophagus	24w	embryo1
esophagus_24w_embryo1.2_79	esophagus	24w	embryo1
esophagus_24w_embryo1.2_80	esophagus	24w	embryo1
esophagus_24w_embryo1.2_81	esophagus	24w	embryo1
esophagus_24w_embryo1.2_82	esophagus	24w	embryo1
esophagus_24w_embryo1_1	esophagus	24w	embryo1
esophagus_24w_embryo1_13	esophagus	24w	embryo1
esophagus_24w_embryo1_18	esophagus	24w	embryo1
esophagus_24w_embryo1_19	esophagus	24w	embryo1
esophagus_24w_embryo1_2	esophagus	24w	embryo1
esophagus_24w_embryo1_20	esophagus	24w	embryo1
esophagus_24w_embryo1_24	esophagus	24w	embryo1
esophagus_24w_embryo1_26	esophagus	24w	embryo1
esophagus_24w_embryo1_27	esophagus	24w	embryo1
esophagus_24w_embryo1_28	esophagus	24w	embryo1
esophagus_24w_embryo1_31	esophagus	24w	embryo1
esophagus_24w_embryo1_37	esophagus	24w	embryo1
esophagus_24w_embryo1_4	esophagus	24w	embryo1
esophagus_24w_embryo1_40	esophagus	24w	embryo1
esophagus_24w_embryo1_41	esophagus	24w	embryo1
esophagus_24w_embryo1_42	esophagus	24w	embryo1
esophagus_24w_embryo1_43	esophagus	24w	embryo1
esophagus_24w_embryo1_45	esophagus	24w	embryo1
esophagus_24w_embryo1_48	esophagus	24w	embryo1
esophagus_24w_embryo1_52	esophagus	24w	embryo1
esophagus_24w_embryo1_54	esophagus	24w	embryo1
esophagus_24w_embryo1_57	esophagus	24w	embryo1
esophagus_24w_embryo1_58	esophagus	24w	embryo1
esophagus_24w_embryo1_59	esophagus	24w	embryo1
esophagus_24w_embryo1_6	esophagus	24w	embryo1
esophagus_24w_embryo1_60	esophagus	24w	embryo1
esophagus_24w_embryo1_61	esophagus	24w	embryo1
esophagus_24w_embryo1_62	esophagus	24w	embryo1
esophagus_24w_embryo1_65	esophagus	24w	embryo1
esophagus_24w_embryo1_66	esophagus	24w	embryo1
esophagus_24w_embryo1_67	esophagus	24w	embryo1
esophagus_24w_embryo1_70	esophagus	24w	embryo1
esophagus_24w_embryo1_72	esophagus	24w	embryo1
esophagus_24w_embryo1_74	esophagus	24w	embryo1
esophagus_24w_embryo1_75	esophagus	24w	embryo1
esophagus_24w_embryo1_78	esophagus	24w	embryo1
esophagus_24w_embryo1_79	esophagus	24w	embryo1
esophagus_24w_embryo1_80	esophagus	24w	embryo1
esophagus_24w_embryo1_81	esophagus	24w	embryo1
esophagus_24w_embryo1_82	esophagus	24w	embryo1
esophagus_24w_embryo1_83	esophagus	24w	embryo1
esophagus_24w_embryo1_84	esophagus	24w	embryo1
esophagus_24w_embryo1_85	esophagus	24w	embryo1
esophagus_24w_embryo1_87	esophagus	24w	embryo1
esophagus_24w_embryo1_88	esophagus	24w	embryo1
esophagus_24w_embryo1_89	esophagus	24w	embryo1
esophagus_24w_embryo1_90	esophagus	24w	embryo1
LI_25w_embryo1_63	LI	25w	embryo1
stomach_24w_embryo1_5	stomach	24w	embryo1
esophagus_11w_embryo1_49	esophagus	11w	embryo1
esophagus_16w_embryo1_4	esophagus	16w	embryo1
esophagus_24w_embryo1.2_12	esophagus	24w	embryo1
esophagus_24w_embryo1.2_16	esophagus	24w	embryo1
esophagus_24w_embryo1.2_25	esophagus	24w	embryo1
esophagus_24w_embryo1.2_45	esophagus	24w	embryo1
esophagus_24w_embryo1.2_57	esophagus	24w	embryo1
esophagus_24w_embryo1.2_61	esophagus	24w	embryo1
esophagus_24w_embryo1.2_63	esophagus	24w	embryo1
esophagus_24w_embryo1.2_70	esophagus	24w	embryo1
esophagus_24w_embryo1.2_74	esophagus	24w	embryo1
esophagus_24w_embryo1_12	esophagus	24w	embryo1
esophagus_24w_embryo1_14	esophagus	24w	embryo1
esophagus_24w_embryo1_22	esophagus	24w	embryo1
esophagus_24w_embryo1_25	esophagus	24w	embryo1
esophagus_24w_embryo1_29	esophagus	24w	embryo1
esophagus_24w_embryo1_33	esophagus	24w	embryo1
esophagus_24w_embryo1_35	esophagus	24w	embryo1
esophagus_24w_embryo1_36	esophagus	24w	embryo1
esophagus_24w_embryo1_38	esophagus	24w	embryo1
esophagus_24w_embryo1_44	esophagus	24w	embryo1
esophagus_24w_embryo1_47	esophagus	24w	embryo1
esophagus_24w_embryo1_5	esophagus	24w	embryo1
esophagus_24w_embryo1_50	esophagus	24w	embryo1
esophagus_24w_embryo1_51	esophagus	24w	embryo1
esophagus_24w_embryo1_53	esophagus	24w	embryo1
esophagus_24w_embryo1_55	esophagus	24w	embryo1
esophagus_24w_embryo1_64	esophagus	24w	embryo1
esophagus_24w_embryo1_68	esophagus	24w	embryo1
esophagus_24w_embryo1_69	esophagus	24w	embryo1
esophagus_24w_embryo1_7	esophagus	24w	embryo1
esophagus_24w_embryo1_71	esophagus	24w	embryo1
esophagus_24w_embryo1_76	esophagus	24w	embryo1
esophagus_24w_embryo1_77	esophagus	24w	embryo1
esophagus_24w_embryo1_86	esophagus	24w	embryo1
esophagus_6w_embryo1_11	esophagus	6w	embryo1
esophagus_6w_embryo1_27	esophagus	6w	embryo1
esophagus_6w_embryo1_36	esophagus	6w	embryo1
esophagus_6w_embryo1_44	esophagus	6w	embryo1
esophagus_6w_embryo1_76	esophagus	6w	embryo1
esophagus_7w_embryo2.2_30	esophagus	7w	embryo2
esophagus_7w_embryo2_2	esophagus	7w	embryo2
esophagus_9w_embryo1_28	esophagus	9w	embryo1
LI_16w_embryo1_88	LI	16w	embryo1
LI_24w_embryo1_81	LI	24w	embryo1
LI_6w_embryo1_67	LI	6w	embryo1
LI_6w_embryo1_77	LI	6w	embryo1
LI_6w_embryo2_3	LI	6w	embryo2
LI_6w_embryo2_85	LI	6w	embryo2
LI_6w_embryo2_87	LI	6w	embryo2
LI_7w_embryo2_43	LI	7w	embryo2
SI_24w_embryo1.2_14	SI	24w	embryo1
SI_24w_embryo1.2_15	SI	24w	embryo1
SI_24w_embryo1.2_21	SI	24w	embryo1
SI_24w_embryo1.2_24	SI	24w	embryo1
SI_24w_embryo1.2_30	SI	24w	embryo1
